10.304352000048311	0
11.180162000073324	1
12.04833600013444	2
12.915634000137288	3
13.74049300011393	4
14.526189999969574	5
15.294756000002963	6
16.064778000099977	7
23.570583000037004	8
24.37289900012729	9
25.101535999965563	10
25.832417000174246	11
26.593642000079853	12
27.380053000115367	13
28.123772000071767	14
28.887477000125727	15
29.651603000047544	16
30.46646799998598	17
31.156034000105137	18
31.940530000156286	19
32.71706200007429	20
39.61111100011294	21
40.39555300005304	22
41.171560000066165	23
41.947211999968204	24
42.711519000022236	25
43.47905100007665	26
51.128223999967304	27
51.887652999994316	28
52.646225999978924	29
53.41182500001196	30
54.177489000039714	31
54.950854000026084	32
55.711631000122	33
56.47187700014911	34
57.249332000083086	35
58.026743000027636	36
58.814314000073864	37
66.97249500007274	38
67.75046200004908	39
68.51899900016178	40
69.30951800018192	41
77.80887100011569	42
78.50690000009308	43
79.28402800007461	44
80.14187700018738	45
80.9515140001622	46
81.72718200012241	47
82.48779800010198	48
83.26318300009916	49
84.04188899999099	50
84.82017500000438	51
85.59841800001777	52
86.37683599999946	53
93.95336100010354	54
95.4958429999806	55
97.05126600010772	56
98.57286900000872	57
100.12196000002405	58
101.64629600012631	59
111.69092600016484	60
113.2565360001081	61
114.80292700002792	62
122.94054700009838	63
124.46583200016903	64
125.98788800005423	65
135.0705930001368	66
136.59550800002762	67
138.1141110000499	68
139.6885999999995	69
141.22583900007157	70
142.76470200002223	71
151.13416400004098	72
152.62589999997545	73
154.11819500013735	74
155.62949200011644	75
157.16037200013488	76
158.69266000004245	77
164.26695800009838	78
165.80635600007554	79
175.86698600007367	80
177.2473240000636	81
178.81633600018176	82
180.3250590000971	83
181.64480600012212	84
183.1476830000156	85
184.66408600011164	86
186.18610099997568	87
195.36182800015922	88
196.72557900003085	89
198.2238650000454	90
199.75236499999482	91
201.27692599999136	92
210.9948740001073	93
212.5108469999759	94
214.0261100000771	95
215.56356500013862	96
227.5168940000185	97
229.01663100014957	98
230.51073800002087	99
